Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
death,The Street of Heavens,Philip Raisor,"Tell me how you die and I will tell you who you are. Octavio Paz I stand in line. The woman ahead of me, blowzy-haired and angry, is told that grace is the act of restraint and road-kill is not a sport. She can choose to wait or test the judgment at another entrance. I know that morality, penance, a kind heart don't matter, nor the faith I embraced or didn't, the people I saved. I know the key is where I land on the scale of commitment.Earnhardt, Sr., died for the game, and got in. Many ancient Egyptians buried juggling balls with them, as though endless practice and craft were their gifts to the next world. They entered. I ask if I can peek in, maybe stand on the edge and look into the vast canyon of pits, arenas, fields, fairways, pools, rings, tables, tracks, courts, beaches, forests, mountainswhere war is forbidden. Here is what I bring for review: a nasty fastball, a runner-up ring, individual initiative, a contrary attitude, the heart of a poet. I bring a willingness to run like an outlaw, honor the Greeks and Makahiki, invent new games, practice past dusk, play on the second squad, and keep score until I can get in the game with eternity left on the clock. I hope it is enough.","['living', 'death', 'activities', 'sports & outdoor activities']",222,1202
death,"Abracadabra, an Abecedarian",Karenne Wood,"All this time I've been looking for words for certain difficult womenbecause they aren't able to speak for themselves, and now theClinton Foundation has come up with a brilliant campaign—theydecided, for International Women's Day, through digital magic to erase women on the cover of Condé Nast, posters, billboards, thosefigures replaced by empty space because women have not yet achievedgender equity, as noted on a website, not-there.org, and they're right. Wehaven't. But when I read about not-there.org and saw its flashy graphics,I wasn't thinking about how women are not-there-yet, metaphorically, I just thought about women who are really not there, women and girls whokeep disappearing (not from magazines, who don't make news in Manhattan)like they've evaporated, like illusions, hundreds in Juárez, twelve hundred missing and murdered Native women across Canada. The hands of men.Now you see her. Not. Not-there. Not here, either,or anywhere. Maybe only part of the problem is the predatory perpetrator-prestidigitator who more often than not knows her, knows how to keep herquiet, who may claim to love her, even, maybe getting even—or the serialrapist-killer in the bushes who bushwhacks her in the dark. You're always safe,says the forensic psychiatrist, unless a monster happens to show up, andthen you're not. Not-there. Maybe a lonely mandible, maxilla, fibula, or ulna shows up, or a bagged body gets dragged from the river. Or not. Is this thevalue we permit a woman's life to have (or not-have) throughout a wrongworld, a global idea of her as disposable parts? In the end, this is not a xenophobic poem, not specific—it's everywhere. Not-there. Right here.Yes, the sun rises anyway, but now the parents are staring past each other, thatzero between them like a chalked outline in their family photograph. Or not.","['living', 'death', 'social commentaries', 'crime & punishment', 'gender & sexuality', 'race & ethnicity']",287,1833
death,Ozette,Megan Snyder-Camp,"After a while the 500-year-old village became a secret,carved into the wall of the forest where it met the Pacific,eleven long houses and their racks of drying fish, theirdogs. No roads to this town, only boats and the memory ofboaters. Blankets made from woodpecker feathers, cattailfluff, cedar bark and dog hair woven into a plaid pattern.At least that's what I remember of the museum's diorama.When the mud came down the mountain and covered the village, no one had lived there for years. It was a boaterwho remembered, after a while, that the village was gone,and also that it had once existed. Archaeologists broughtgarden hoses to wash the mud off and hooked the hoses upto the sea. Some of what had been preserved in the mudwas destroyed that day by the water pressure, and then latermost else was ruined by the wind and rain, but at least fora few weeks they could hold the bones in their hands. Thearchaeologists brought their dogs, they lived there a while.","['living', 'death', 'time & brevity', 'arts & sciences', 'sciences']",166,968
death,We Would Never Sleep,David Hernandez,"We the people, we the one times 320 million, I’m rounding up, there’s really too many grass blades to count, wheat plants to tally, just see the whole field swaying from here to that shy blue mountain. Swaying as in rocking, but also the other definition of the verb: we sway, we influence, we impress. Unless we’re asleep, the field’s asleep, more a postcard than a real field, portrait of the people unmoved. You know that shooting last week? I will admit the number dead was too low to startle me if you admit you felt the same, and the person standing by you agrees, and the person beside that person. It has to be double digits, don’t you think? To really shake up your afternoon? I’m troubled by how untroubled I felt, my mind’s humdrum regarding the total coffins, five if you care to know, five still even if you don’t. I’m angry I’m getting used to it, the daily gunned down, pop-pop on Wednesday, Thursday’s spent casings pinging on the sidewalk. It all sounds so industrial, there’s nothing metal that won’t make a noise, I’m thinking every gun should come with a microphone, each street with loudspeakers to broadcast their banging. We would never sleep, the field always awake, acres of swaying up to that shy blue mountain, no wonder why it cowers on the horizon, I mean look at us, look with the mountain’s eyes we the people putting holes in the people.","['living', 'death', 'social commentaries', 'crime & punishment', 'history & politics']",246,1369
death,Thorn,Deena Metzger,"Everything dies. Without you I saw one million flamingos ignite a lake in Africa. The same darkness descended everywhere. When you dropped your body, I hoped you would tremble for the beak of God. Why did we wash you three times tearing off the girl’s white dress to swaddle you in an austere shroud? Some say, dying, not death, teaches. You gained nothing from that reduction. Months in the narrow foxhole of disease– you dug it; we filled it in. My father is thin as you were in his hospital bed, both of you let everything go, care for nothing except that barbed hook– life. It grabbed you like a thorn until you begged me, “Pull it out.”","['living', 'death', 'health & illness']",118,641
death,An End to It,David Budbill,"When I came to this mountainside almost fifty years ago it never occurred to me that there would be an end to it. I went along never thinking about the time when I would have to quit. I imagined—I guess — all this would last forever, if I imagined it at all. Now I'm in my seventies and all I can think about is the time when my life will be here no more. For example, I love being in the woods felling and bucking hardwood trees, stacking and covering the blocks, then a year or two later, hauling them to the woodshed where I stack them again, and split them all winter long into the right size for the weather—then bring them into the house. Now this chore I love so much is seriously painful, and I can see, now, an end to it.","['living', 'death', 'growing old', 'health & illness', 'activities', 'jobs & working']",145,730
death,Suicide's Note,Langston Hughes,"The calm, Cool face of the river Asked me for a kiss.","['living', 'death', 'life choices']",12,53
death,Fault Whispers,Mark Tardi,"“A skeleton’s mouth makes few concessions to prettiness.” —Jacques Joubert Because your mouth is violet and you cannot speak Because maybe I like Thursdays the way I used to hate baths, and baths are boundaries whose sharpness will be blurred with more information Because movement itself is a form of currency Frozen in articulations Because don’t indulge yourself in the idea of restraint The blackened patches could have been pubic hair on dead bodies, or simply the wildness of neglect without horizons or spaces Because it’s a comfort to know waste is the fuel of contradictions a knife rusted before its first use Because in the barest of rooms, nothing is comprehensible Neither fanatic nor mystic Because the first weeks of September came and went and the weather held Not woven by innocent hands Because this stasis is preparation Because you’re deceased, maimed or in Philadelphia","['living', 'death', 'the mind']",146,890
death,On Being a Grid One Might Go Off Of,Justin Phillip Reed,"The first step is to stop just beyond the weight of organs. The sense of gravity sitting in tissue is like the space between carcass and curb, before the reek worms into rock pores: a sleeplessness there, that continual niche-trash. You too once knew what it was to feel impressive. As the bed dissolves into the walls, the walls disrobe themselves of their edges and your resolve is now acute in the locking jaw of darkness. Beg to be let. You, like bravery, leave behind the breath-inflated lump, its depths, and its refusal to lace the cells of scars over even the metaphorical guttings. To manage the act exceeds the box- and-whisker of lately’s along-going. You’ve grown so accustomed to mereness that what you call a life no longer houses the sublime. It seems easy to leave. It seems this easy to leave. After a second you’ll want to consider the centimeters of resistance stitching air between here and all of elsewhere. But, still, inhabit the bodiless second. To possess it is a bearable joy.","['living', 'death', 'life choices', 'the body', 'the mind']",175,1002
death,Seventeen Funerals,Richard Blanco,"Seventeen suns rising in seventeen bedroom windows. Thirty-four eyes blooming open with the light of one more morning. Seventeen reflections in the bathroom mirror. Seventeen backpacks or briefcases stuffed with textbooks or lesson plans. Seventeen good mornings at kitchen breakfasts and seventeen goodbyes at front doors. Seventeen drives through palm-lined streets and miles of crammed highways to Marjory Stoneman Douglas High School at 5901 Pine Island Road. The first bell ringing-in one last school day on February fourteenth, 2018. Seventeen echoes of footsteps down hallways for five class periods: algebra, poetry, biology, art, history. Seventeen hands writing on whiteboards or taking notes at their desks until the first gunshot at 2:21pm. One AR-15 rifle in the hands of a nineteen year old mind turning hate for himself into hate for others, into one-hundred fifty bullets fired in six minutes through building number twelve. Seventeen dead carried down hallways they walked, past cases of trophies they won, flyers for clubs they belonged to, lockers they won’t open again. Seventeen Valentine’s Day dates broken and cards unopened. Seventeen bodies to identify, dozens of photo albums to page through and remember their lives. Seventeen caskets and burial garments to choose for them. Seventeen funerals to attend in twelve days. Seventeen graves dug and headstones placed—all marked with the same date of death. Seventeen names: Alyssa. Helena. Scott. Martin—seventeen absentees forever—Nicholas. Aaron. Jamie. Luke—seventeen closets to clear out—Christopher. Cara. Gina. Joaquin—seventeen empty beds—Alaina. Meadow. Alex. Carmen. Peter—seventeen reasons to rebel with the hope these will be the last seventeen to be taken by one of three-hundred-ninety-three-million guns in America.","['living', 'death', 'sorrow & grieving', 'youth', 'social commentaries', 'crime & punishment']",265,1802
death,"Spring and All: Chapter XIII [Thus, weary of life]",William Carlos Williams,"Thus, weary of life, in view of the great consummation which awaits us — tomorrow, we rush among our friends congratulating ourselves upon the joy soon to be. Thoughtless of evil we crush out the marrow of those about us with our heavy cars as we go happily from place to place. It seems that there is not time enough in which to speak the full of our exaltation. Only a day is left, one miserable day, before the world comes into its own. Let us hurry ! Why bother for this man or that ? In the offices of the great newspapers a mad joy reigns as they prepare the final extras. Rushing about, men bump each other into the whirring presses. How funny it seems. All thought of misery has left us. Why should we care ? Children laughingly fling themselves under the wheels of the street cars, airplanes crash gaily to the earth. Someone has written a poem. Oh life, bizarre fowl, what color are your wings ? Green, blue, red, yellow, purple, white, brown, orange, black, grey ? In the imagination, flying above the wreck of ten thousand million souls, I see you departing sadly for the land of plants and insects, already far out to sea. (Thank you, I know well what I am plagiarising) Your great wings flap as you disappear in the distance over the pre-Columbian acres of floating weed. The new cathedral overlooking the park, looked down from its towers today, with great eyes, and saw by the decorative lake a group of people staring curiously at the corpse of a suicide : Peaceful, dead young man, the money they have put into the stones has been spent to teach men of life’s austerity. You died and teach us the same lesson. You seem a cathedral, celebrant of the spring which shivers for me among the long black trees.","['living', 'death', 'time & brevity', 'social commentaries', 'cities & urban life']",317,1722
death,Spring and All: XIV [Of death],William Carlos Williams,"Of death the barber the barber talked to me cutting my life with sleep to trim my hair — It’s just a moment he said, we die every night — And of the newest ways to grow hair on bald death – I told him of the quartz lamp and of old men with third sets of teeth to the cue of an old man who said at the door — Sunshine today! for which death shaves him twice a week","['living', 'death', 'time & brevity']",81,363
death,Spring and All: XXV [Somebody dies every four minutes],William Carlos Williams,"Somebody dies every four minutes in New York State — To hell with you and your poetry — You will rot and be blown through the next solar system with the rest of the gases — What the hell do you know about it ? AXIOMS Do not get killed Careful Crossing Campaign Cross Crossings Cautiously THE HORSES black & PRANCED white What’s the use of sweating over this sort of thing, Carl ; here it is all set up — Outings in New York City Ho for the open country Dont’t stay shut up in hot rooms Go to one of the Great Parks Pelham Bay for example It’s on Long Island sound with bathing, boating tennis, baseball, golf, etc. Acres and acres of green grass wonderful shade trees, rippling brooks Take the Pelham Bay Park Branch of the Lexington Ave. (East Side) Line and you are there in a few minutes Interborough Rapid Transit Co.","['living', 'death', 'activities', 'travels & journeys', 'arts & sciences', 'poetry & poets', 'social commentaries', 'cities & urban life']",157,821
death,[into the strenuous briefness],E. E. Cummings,"into the strenuous briefness Life: handorgans and April darkness,friends i charge laughing. Into the hair-thin tints of yellow dawn, into the women-coloured twilight i smilingly glide. I into the big vermilion departure swim,sayingly; (Do you think?)the i do,world is probably made of roses & hello: (of solongs and,ashes)","['living', 'death', 'time & brevity']",48,322
death,[the bigness of cannon],E. E. Cummings,"the bigness of cannon is skilful, but i have seen death’s clever enormous voice which hides in a fragility of poppies. . . . i say that sometimes on these long talkative animals are laid fists of huger silence. I have seen all the silence filled with vivid noiseless boys at Roupy i have seen between barrages, the night utter ripe unspeaking girls.","['living', 'death', 'social commentaries', 'war & conflict']",63,349
death,In a Disused Graveyard,Robert Frost,"The living come with grassy tread To read the gravestones on the hill; The graveyard draws the living still, But never any more the dead. The verses in it say and say: ‘The ones who living come today To read the stones and go away Tomorrow dead will come to stay.’ So sure of death the marbles rhyme, Yet can’t help marking all the time How no one dead will seem to come. What is it men are shrinking from? It would be easy to be clever And tell the stones: Men hate to die And have stopped dying now forever. I think they would believe the lie.","['living', 'death', 'time & brevity']",108,545
death,The Death of a Soldier,Wallace Stevens,"Life contracts and death is expected, As in a season of autumn. The soldier falls. He does not become a three-days personage, Imposing his separation, Calling for pomp. Death is absolute and without memorial, As in a season of autumn, When the wind stops, When the wind stops and, over the heavens, The clouds go, nevertheless, In their direction.","['living', 'death', 'sorrow & grieving', 'nature', 'fall', 'weather', 'social commentaries', 'war & conflict', 'memorial day']",59,347
death,The Ambition Bird,Anne Sexton,"So it has come to this – insomnia at 3:15 A.M., the clock tolling its engine like a frog following a sundial yet having an electric seizure at the quarter hour. The business of words keeps me awake. I am drinking cocoa, the warm brown mama. I would like a simple life yet all night I am laying poems away in a long box. It is my immortality box, my lay-away plan, my coffin. All night dark wings flopping in my heart. Each an ambition bird. The bird wants to be dropped from a high place like Tallahatchie Bridge. He wants to light a kitchen match and immolate himself. He wants to fly into the hand of Michelangelo and come out painted on a ceiling. He wants to pierce the hornet’s nest and come out with a long godhead. He wants to take bread and wine and bring forth a man happily floating in the Caribbean. He wants to be pressed out like a key so he can unlock the Magi. He wants to take leave among strangers passing out bits of his heart like hors d’oeuvres. He wants to die changing his clothes and bolt for the sun like a diamond. He wants, I want. Dear God, wouldn’t it be good enough just to drink cocoa? I must get a new bird and a new immortality box. There is folly enough inside this one.","['living', 'death', 'life choices', 'arts & sciences', 'poetry & poets']",235,1203
death,My Voice Not Being Proud,Louise Bogan,"My voice, not being proud Like a strong woman’s, that cries Imperiously aloud That death disarm her, lull her— Screams for no mourning color Laid menacingly, like fire, Over my long desire. It will end, and leave no print. As you lie, I shall lie: Separate, eased, and cured. Whatever is wasted or wanted In this country of glass and flint Some garden will use, once planted. As you lie alone, I shall lie, O, in singleness assured, Deafened by mire and lime. I remember, while there is time.","['living', 'death', 'arts & sciences', 'poetry & poets']",89,492
death,The Skull of Shakespeare,George Sterling,"I Without how small, within how strangely vast! What stars of terror had their path in thee! What music of the heavens and the sea Lived in a sigh or thundered on the blast! Here swept the gleam and pageant of the Past, As Beauty trembled to her fate’s decree; Here swords were forged for armies yet to be, And tears were found too dreadful not to last. Here stood the seats of judgment and its light, To whose assizes all our dreams were led— Our best and worst, our Paradise and Hell; And in this room delivered now to night, The mortal put its question to the dead, And worlds were weighed, and God’s deep shadow fell. II Here an immortal river had its rise, Though dusty now the fountain whence it ran So swift and beautiful with good to man. Here the foundation of an empire lies— The ruins of a realm seen not with eyes, That now the vision of a gnat could scan. Here wars were fought within a little span, Whose echoes yet resound on human skies. Life, on her rainbow road from dust to dust, Spilt here her wildest iris, still thine own, Master, and with thy soul and ashes one! Thy wings are distant from our years of lust, Yet he who liveth not by bread alone Shall see thee as that angel in the sun.","['living', 'death', 'arts & sciences', 'poetry & poets', 'theater & dance']",233,1209
death,A Word on Statistics,Wisława Szymborska,"Out of every hundred people those who always know better: fifty-two. Unsure of every step: almost all the rest. Ready to help, if it doesn't take long: forty-nine. Always good, because they cannot be otherwise: four—well, maybe five. Able to admire without envy: eighteen. Led to error by youth (which passes): sixty, plus or minus. Those not to be messed with: forty and four. Living in constant fear of someone or something: seventy-seven. Capable of happiness: twenty-some-odd at most. Harmless alone, turning savage in crowds: more than half, for sure. Cruel when forced by circumstances: it's better not to know, not even approximately. Wise in hindsight: not many more than wise in foresight. Getting nothing out of life except things: thirty (though I would like to be wrong). Doubled over in pain and without a flashlight in the dark: eighty-three, sooner or later. Those who are just: quite a few at thirty-five. But if it takes effort to understand: three. Worthy of empathy: ninety-nine. Mortal: one hundred out of one hundred— a figure that has never varied yet.","['living', 'death', 'life choices', 'arts & sciences', 'sciences']",178,1074
