Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
love,ain't that easy,erica lewis,when i look at my life i feel like bursting into tears marriage and mental illness vintage washed michael jackson graphic spiritual disco grieving ritual sell your body to your horse-eyed past little fictions somebody got to sing and somebody got to play the squaw last time i saw him last time i saw my honey buried your dead lack of afro exit wounds cut off whole limbs of generational desire the death of cleopatra hell or high water get some fucking love in your life girl ghost chant you’ve got to die if you want to live amidst and against the things we are rubbed into the cloth wrapped around their faces now white men are black men too the ways we can’t say no i call you queen not as a term of endearment but as a reminder our histories meet on the inside we all be black moses slave for the river same river twice sometimes have to emphasize the brown part hey there beautiful brown girl we don't usually change until things are so painful that we must,"['living', 'life choices', 'separation & divorce', 'sorrow & grieving', 'love', 'break-ups & vexed love', 'arts & sciences', 'music', 'social commentaries', 'race & ethnicity']",182,963
love,Between The Griffon and Met Life,Vincent Katz,"I am totally enamored of every person passing in this unseasonably warm mid-March evening near 39th and Park The young women, of course, with their lives in front of them, and the young men too, just standing here as I am, checking it out, hanging out, talking But everyone here, every age, every type, is beautiful, the moment, somehow, the weather, has made them all real and for this moment, before it turns to night, they're all fantastic The light is such that I can see everyone and can imagine what they are imagining for the night ahead, what dreams, what fulfilled fantasies of togetherness And the two guys who were here a moment ago, paused, have moved on, and the light is deepening, every moment or so, actually falling into a deeper stupor, which is night But if I look south I still see the pink flush of desire there at the bottom, the southness of all our lives, and it's okay that it's darkening here, people accept it as they concoct plans for tonight, Thursday Soon I'll have to go too, lose this spot, this moment, but some we've met and some experience we had somewhere else is becoming ever more important","['living', 'time & brevity', 'love', 'infatuation & crushes', 'nature', 'spring', 'social commentaries', 'cities & urban life']",204,1128
love,Cold Sore Lip Red Coat,Hoa Nguyen,What if I ate too much food there being Not enough money immigranty And save all the ketchup packets George Carlin record on the record player saying how many ways you can curse and they are all funny (small brown bird with a black neck and a beak full of fluff for a nest) The old joke: “How many feet do you have?” Instead of “How tall are you?” This looks like joy a joke who looked at you and laughed Look at the map upside down so that south Is north and north is south it’s the other way around because it’s the commonly agreed to thing (visual language of the colonizer) or snowful awful tearful wishful,"['living', 'youth', 'activities', 'eating & drinking', 'relationships', 'home life', 'arts & sciences', 'humor & satire', 'social commentaries', 'history & politics', 'money & economics']",118,610
love,The Lamp of Mutual Aid,Joshua Edwards,"Many nights while walking home after work, from downtown to an apartment below a market, I’d think of Alfred Espinas: “We do not get together to die, but to live and to improve life.” Sudden changes of weather and contagious diseases nearly broke the spirits of many friends that winter, but charmingly we made habits of dancing and sharing meals in our cramped rooms. Our landlords were thieves and our bosses were pessimists, yet we dreamed of a new phase of civilization, one of kindness and goodwill. “We need communes,” Oscar exclaimed. Silvia argued, “But islands are corpses, let’s think instead of syndicates.” Mondays we’d return to dirty dishes, copy machines, and dull knives, and we spent the next three centuries doing what we were paid to do.","['activities', 'jobs & working', 'relationships', 'friends & enemies', 'social commentaries', 'history & politics', 'money & economics']",128,756
love,[Stutter],Leslie Harrison,I said love because it came closest said leave because you did we do this peeling off each from each each from suddenly other said come back but meant don't go I said dead and meant every one of those instances of vanishment how the dead swim away from us in time their tide their closed wooden boats I said tide but tide was never right said tide because we have no word for that kind of unforgiving away I said tether when I meant anchor when I meant stay but when I said stay one thing I meant was against confusion against yet another loss I meant two-faced Janus January's god of fallen gates of trying to look both ways and when I said farewell I meant again don't go but it was too late I was here in the hall this tunnel full of mirrors glass and strange made-up faces and when I thought funhouse I meant its opposite I meant this rusty carnival town the men so sad they paint their smiles in place they paint their faces white paint their eyes wide and full of crying,"['love', 'break-ups & vexed love', 'relationships', 'men & women', 'arts & sciences', 'language & linguistics']",190,976
love,Your Kingdom,Eleni Sikelianos,"if you like let the body feel all its own evolution inside, opening flagella & feathers & fingers door by door, a ragged neuron dangling like a participle to hear a bare sound on the path, find a red-eye-hole rabbit, fat of the bulbous stalk pecked out to the core so you can bore back to the salamander you once were straggling under the skin grope toward the protozoa snagging on the rise toward placental knowing who developed eyes for you agape in open waters the worm that made a kidney-like chamber burrows in directing your heart leftward in nodal cascade, slow at your hagfish spine who will bury your bones investigate a redwood rain or tap the garnet of your heartwood, bark, put your flat needles on dry ice to inquire after your tree family, father or mother in the fairy-ring next to you, find you are most closely related to grass your hexaploid breathing pores gently closing at night, when did you begin your coexistence with flowering plants from which arose the bee before the African honey badger but after the dark protoplanetary disk of dust grains surrounding the sun become the earth you had no nouns, did you","['living', 'the body', 'relationships', 'family & ancestors', 'nature', 'animals', 'trees & flowers', 'arts & sciences', 'sciences']",201,1132
love,At the Other End of a Wire,Sandra Lim,"When he called, there were 261 emotions at play. I thought there were only wistfulness, humiliation, and mere bitterness left, but lo, I see now the brilliance in the numbers. Emotions 75 and 78 made me happy just to know they existed. I felt less alone, more impervious. I was emboldened by the existence of 152. Though, how was I supposed to accept 9, 14, and 179? We deserved better, distress and indigence aside. Something about 260 broke the spell inside me and offered up a tiny shift: I opened my eyes in the fog and tore off the surfaces of 261 and 4 with a great shout.","['living', 'the mind', 'relationships', 'men & women']",108,578
love,Certainty,Sandra Lim,"Perhaps you can tell children that the world is always a more beautiful place than you can suppose, and then you release them into their future, the black row of trees in the distance. She died suddenly in midwinter, in the same bed in which her husband died years earlier; it still sagged on his side. Her second husband remained in Japan with his first family. She used to say, what my three girls do when they are on their own is unimaginable to me. My mother is the middle daughter, a garden of inaudible tunes. The four of them lived in a mean house in Seoul. One yellowing picture of my grandmother remains, and her face turns away from the camera, as the rabbit senses the hound; she was said to be a solitary eater, an inner thing. What did she promise the world that she wasn’t able to make good on? A child who abruptly feels the frontiers of experience assert themselves in her: at the funeral my mother cries so hard she can’t feel her hands for days, it explains how she scratches herself raw, meaningless. You have always believed these are your themes: fate, the negative pleasures of dipping oneself in acid. You think it will rescue you from your simplicity, remarks my mother from the doorway, but art is never the ace in the hole. I am not a stupid child. I am not even a child any longer, with her hesitant, then terrible certainty, that loss is tragic, not only pointless. When she is lonely, my mother cooks; and when she is happy, she knows to hide it.","['living', 'coming of age', 'sorrow & grieving', 'relationships', 'family & ancestors']",274,1475
love,"""Your husband is stretched out on the ground""",Daniel Nadler,Your husband is stretched out on the ground as if he were listening for something. Ask him to come back to the table. Whatever was there is now here.,"['living', 'marriage & companionship']",29,149
love,Flores Woman,Tracy K. Smith,"A species of tiny human has been discovered, which lived on the remote Indonesian island of Flores just 18,000 years ago. . . . Researchers have so far unearthed remains from eight individuals who were just one metre tall, with grapefruit-sized skulls. These astonishing little people . . . made tools, hunted tiny elephants and lived at the same time as modern humans who were colonizing the area. —Nature, October 2004 Light: lifted, I stretch my brief body. Color: blaze of day behind blank eyes. Sound: birds stab greedy beaks Into trunk and seed, spill husk Onto the heap where my dreaming And my loving live. Every day I wake to this. Tracks follow the heavy beasts Back to where they huddle, herd. Hunt: a dance against hunger. Music: feast and fear. This island becomes us. Trees cap our sky. It rustles with delight In a voice green as lust. Reptiles Drag night from their tails, Live by the dark. A rage of waves Protects the horizon, which we would devour. One day I want to dive in and drift, Legs and arms wracked with danger. Like a dark star. I want to last.","['living', 'the body', 'relationships', 'family & ancestors', 'social commentaries', 'history & politics', 'mythology & folklore', 'fairy-tales & legends']",194,1073
love,The Thin Man Goes Home,Kit Robinson,"You are as even tempered as a frying pan In a sudden downpour A campsite in disarray A long time coming Laughter from two yards over The neighborhood a claim on space Involving multiple parties It must be Father’s Day Judging by the heightened attentions of daughters and sons Thus a man enjoys solitude, stillness, pink petals of the carrier rose And in a certain light The sonic continuum of tires against the road The sensation of being carried along toward the end of a sentence After the disappearance of the period Air to breathe, water to drink The suggestion box is empty Obsolete equipment piles up in nooks and crannies This is all wrong, that’s messed up We go on in and make ourselves comfortable The movie has just begun It’s Nick and Nora Charles and their little dog Asta They’re visiting Nick’s parents in the suburbs He’s on the wagon and trying to keep a low profile But of course she brags about him to the local paper And soon he’s embroiled in detective work despite himself There is crime everywhere, even here in the suburbs It must be human nature Desperate characters on the loose “Yoke yourself to your strongest conviction” Was a piece of advice derived from the Y in JOY But Pam doesn’t buy that And I say it sounds too slavish Remember the Groucho line “These are my principles If you don’t like them I have others” When the pen runs out of ink You simply replace the cartridge And continue writing To the sound of jet planes overhead It’s time to revive the typewriter For the benefit of kids Now entering the ranks of the scribe force Sliding the paper under the roller Striking the surface with heavy metal blows History curls right into the future A Möbius strip That brings bygone media around and back With all the drama, character, sound, light and destiny Alive in an imagination of living","['living', 'the mind', 'time & brevity', 'relationships', 'family & ancestors']",328,1826
love,Hell Pig,Aimee Nezhukumatathil,"To keep me from staying out late at night, my mother warned of the Hell Pig. Black and full of hot drool, eyes the color of a lung—it'd follow me home if I stayed past my curfew. How to tell my friends to press Pause in the middle of a video, say their good-byes while I shuffled up the stairs and into my father's waiting blue car? How to explain this to my dates, whisper why we could not finish this dance? It's not like the pig had any special powers or could take a tiny bite from my leg—only assurances that it was simply scandal to be followed home. When my date and I pull into my driveway and dim the lights, we take care to make all the small noises that get made in times like these even smaller: squeaks in the seats, a slow spin of the radio dial, the silver click of my belt. Too late. A single black hair flickers awake the ear of the dark animal waiting for me at the end of the walk. My fumbling of keys and various straps a wild dance to the door—the pig grunting in tune to each hurried step, each of his wet breaths puffing into tiny clouds, a small storm brewing.","['living', 'coming of age', 'love', 'desire', 'nature', 'animals', 'mythology & folklore', 'ghosts & the supernatural']",215,1084
love,Baked Goods,Aimee Nezhukumatathil,"Flour on the floor makes my sandals slip and I tumble into your arms. Too hot to bake this morning but blueberries begged me to fold them into moist muffins. Sticks of rhubarb plotted a whole pie. The windows are blown open and a thickfruit tang sneaks through the wire screen and into the home of the scowly lady who lives next door. Yesterday, a man in the city was rescued from his apartment which was filled with a thousand rats. Something about being angry because his pet python refused to eat. He let the bloom of fur rise, rise over the little gnarly blue rug, over the coffee table, the kitchen countertops and pip through each cabinet, snip at the stumpy bags of sugar, the cylinders of salt. Our kitchen is a riot of pots, wooden spoons, melted butter. So be it. Maybe all this baking will quiet the angry voices next door, if only for a brief whiff. I want our summers to always be like this—a kitchen wrecked with love, a table overflowing with baked goods warming the already warm air. After all the pots are stacked, the goodies cooled, and all the counters wiped clean—let us never be rescued from this mess.","['love', 'realistic & complicated', 'activities', 'eating & drinking']",206,1124
love,"from Aurora Leigh, Third Book",Elizabeth Barrett Browning,"Why what a pettish, petty thing I grow,– A mere, mere woman,–a mere flaccid nerve,- A kerchief left out all night in the rain, Turned soft so,–overtasked and overstrained And overlived in this close London life! And yet I should be stronger. Never burn Your letters, poor Aurora! for they stare With red seals from the table, saying each, 'Here's something that you know not.'","['relationships', 'men & women', 'social commentaries', 'gender & sexuality']",65,376
love,down like a shot,Aziza Barnes,"falling into unearthed light or something like that is who I was last night. you brought me a drink you didn’t know the name of & told me I could get it. you not the drink which I downed even though it was my 9th of the night the drink not you. dancehall. always dancehall. a manner of movement learned & not easily lost so I wind my hips anyway & something is happening to you. you bout to startsome shit & I say good. not because it would be. I haven’t been touched in a while.don’t start something you can’t finish is maybe the worst advice I’ve ever heard as you drop a handful of my ass thudding down a small flight of stairs. that’s what I am. a small flight of stairs, a small flight, down.","['love', 'desire', 'realistic & complicated']",138,697
love,alleyway,Aziza Barnes,As fresh garbage is. As dirt sucked out of a fingernail. As a wall clean of prostitutes. When I am this I am at the mercy of my nakedness. A pillar of undress whose power I do not know how to wield. I watch porn. I study the geometry of limbs splayed. Not the moan but the angle of a moan. I swallow. In this way I am a thief. Sometimes I forget my body & go untouched until I am touched & scream. Sometimes I want to eat my breasts down to their bitter rind & spit them out. I want to be the bitter rind without suck and easily thrown. Easily thrown I want to be the pebble thumbed & wished upon before enveloping the lake I sink in. I sink in you the lake & by lake I mean gutter a water that does not hold me well. Here we are not the bodies our mothers made. If you are to hold me hold me as a gun. Grip me & profit the dark. The unattended purse. The pair of heels darting from us in dull claps sharpening against the concrete as teeth against a stone.,"['love', 'desire', 'realistic & complicated']",199,957
love,For Robert Hayden,Terrance Hayes,Did your father come home after fighting through the week at work? Did the sweat change to salt in his ears? Was that bitter white grain the only music he’d hear? Is this why you were quiet when other poets sang of the black man’s beauty? Is this why you choked on the tonsil of Negro Duty? Were there as many offices for pain as love? Should a black man never be shy? Was your father a mountain twenty shovels couldn’t bury? Was he a train leaving a lone column of smoke? Was he a black magnolia singing at your feet? Was he a blackjack smashed against your throat?,"['relationships', 'family & ancestors', 'social commentaries', 'class', 'race & ethnicity']",109,566
love,Hoping to Hear from a Former Friend,Margaret Hasse,"Is it you on the other end of the line hesitant to speak to me, pausing for a moment to register my hello so you know my number stayed the same, my last name remains mine? Though my voice isn’t young as when we last spoke, don’t you hear a familiar timbre? Still you hesitate so as not to startle me after all this time. Dots string out like an ellipsis in the endless sentence of your absence. I hear static-filled ticking, then a friendly stranger mispronounces my name. Recognizing a pitch to sell something and feeling foolish, I hang up quickly. Won’t you ever break your long silence? Sorrow and anger keep my line open to you.","['living', 'sorrow & grieving', 'relationships', 'friends & enemies']",118,633
love,After His Diagnosis,Margaret Hasse,"Weeks after ice-out, last fall’s leaves make a pathway to the lake, radiant blue and still deathly cold. I press my hot forehead to the window, smudging it. Blow and the glass steams. As if looking at a photo through parchment, I’m detached, the way I saw his body in the CAT scan from a foggy distance. I’d like to open the window, release a wounded bird nursed to health. Wiping the glass with my sleeve I see white pelicans wheel and flash in the sky.","['living', 'health & illness', 'love', 'heartache & loss']",86,454
love,Be More Like Sputnik Monroe,W. Todd Kaneko,"It's hard to be humble when you're 235 pounds of twisted steel and sex appeal with a body women love and men fear. —Sputnik Monroe When my father died, he left me a trove of video tapes, a warped memorial for those men he watched with my mother before she left for parts unknown, for those fights he relived once he was laid off from the plane yards. We watched men like Sputnik Monroe bleed the hard way, shook our fists as he broke rules against guys who were easier to cheer. He was a bad Elvis, greased-back hair with a shock of white, Sputnik Monroe mixed it up everywhere, a rodeo fistfight, a henhouse tornado. My mother picked a fight in an Idaho truck stop once, stabbed a man’s chest with her middle finger, then stepped to one side so my father could fight him in the parking lot. Afterwards, my mother was silent all the way back to Seattle, her disgust with him—the way he wrapped his arm around her shoulder, guided her to the car, and sped back to the freeway—hanging between them from that point forward. Sputnik Monroe clobbered men wherever he went, sneered at those fists raised against him in Memphis. Some nights, as my wife sleeps upstairs, I watch my father’s video tapes and imagine what I would have done that day if I knew that my marriage depended on what I did with my hands.","['love', 'realistic & complicated', 'relationships', 'family & ancestors', 'men & women']",242,1303
love,You Cannot Stand Against Giant Baba,W. Todd Kaneko,"1. A man can stand with both feet touching the ground until his legs no longer reach that far, until the ground disappears. 2. Giant Baba stands six feet ten inches tall, taller in Japan. It doesn’t matter how tall you are. 3. A man can hold a woman, can’t stand to lose her to the heart’s wreckage. His body will fall apart one day—a rock crab’s chassis stripped clean by seagulls, a dandelion gone to seed. 4. Giant Baba stands over seven feet tall. When he lifts you over his head, you will be eight and a half feet above the ground. 5. A man can stand for anything when seen from below—fatherhood, majesty, satisfaction after conquest. In the end all men are seen from above—patch of lawn, chunk of stone. 6. Giant Baba towers above your house, dangles you by the ankle. Your life looks so small from the sky. 7. A man and a woman can wrestle together in the same bed. A man and a woman and a marriage can brawl all night. 8. Giant Baba looms dark against the stars, back blotting out the Milky Way, arms cradling you and your family history. Listen to his mammoth heartbeat, war drum, earthquake. Just listen. 9. A man can stand naked in a foreign country, can search for meaning in strange tongues. He tries to find himself in stories about famous battles, about giants. It doesn’t matter where he stands. 10. Giant Baba’s body is made of girders and mastodon bones. When you stand outside to look at your house from new angles, when you think of how your father died, the giant will be there to catch you.","['relationships', 'family & ancestors', 'men & women', 'mythology & folklore', 'fairy-tales & legends']",282,1512
love,"When Lucille Bogan Sings ""Shave 'Em Dry""",Aimee Nezhukumatathil,"I blush quicker than a school of blue jack mackerel arranging itself into an orb of dazzle to avoid nips and gulps from the dolphins who’ve been silently trailing them, waiting for them to relax. When I hear her growl—her scratch-thirst and giggle when she drops swear words pressed to wax—I can’t even look him in the eye when I ask him to give it a good listen with me. But he does, ever patient, and we both get a light bless of sweat on, a bright address that still maps us to each other after all this time. When I read him the lyrics, the pink of my cheeks is like the pink of an orchid mantis. Just when you least expect it, the pretend flower will reach out and snatch a butterfly from the air. When I say flower I mean how her song blooms in the cicada-electric Mississippi night. When I say pink I mean nectar I mean a long kiss good and sweet.","['love', 'romantic love', 'arts & sciences', 'music']",167,854
love,"Girl, 11",Jonterri Gadson,"A mouth is a sideways woman, her curves and dips, the way she opens, how her hollow center can sing. Mother, your mouth is a fallen cello, your husband's hands— a casket. Full of me.","['living', 'coming of age', 'relationships', 'family & ancestors']",35,182
love,Patricide Epistle,Jonterri Gadson,"II. The first time I had you killed I made you a hero of the Vietnam War. The third grade social studies textbook said young foreign boys hid grenades during corner games, seamstresses doubled as spies. Why wouldn't you have died on those streets, clutching my mother's photo with your thumb pressed cold against her belly, wishing you'd had a chance to propose, hoping for a girl? But that war ended before I was born. Next, I had a drunk driver end you. Said I visited him in prison to spit in his face. Forgave him for a speech during health class. In eighth grade, I made you die young of natural causes, so I could teach a grieving classmate the proper way to mourn.","['living', 'sorrow & grieving', 'relationships', 'family & ancestors']",125,671
love,The Bomb Shelter,Teresa Mei Chuc,"When bombs are exploding outside, it means that there are implosions. Vibrations travel through air and liquid. My amniotic fluid is imprinted with airplanes dropping bombs and screams and fire. In the bomb shelter in Saigon, my father teaches my two-year-old brother French. ""Je m'appelle Chuc Nai Dat."" ""Je m'appelle…""","['relationships', 'family & ancestors', 'social commentaries', 'war & conflict']",50,320
love,My Doggy Ate My Essay,Darren Sardelli,"My doggy ate my essay. He picked up all my mail. He cleaned my dirty closet and dusted with his tail. He straightened out my posters and swept my wooden floor. My parents almost fainted when he fixed my bedroom door. I did not try to stop him. He made my windows shine. My room looked like a palace, and my dresser smelled like pine. He fluffed up every pillow. He folded all my clothes. He even cleaned my fish tank with a toothbrush and a hose. I thought it was amazing to see him use a broom. I’m glad he ate my essay on “How to Clean My Room.”","['living', 'youth', 'activities', 'school & learning', 'relationships', 'pets']",110,547
love,Dear Margaret Cho [korea might be gay but I do not think you are.],Sueyeun Juliette Lee,"korea might be gay but I do not think you are. korea is a peninsula. you and I are people meaning that we have hair we comb and things to look at. our lips pout and take on the fullness of an adopted meaning. the fact of the matter is that relentlessness is a hand- shake, a limp fish or glass of lukewarm tea. the fact of the matter is that standing on a stage everything is comic, meaning small and memorable, of the insubstan- tial ""universe,"" a minor disaster or floating chord. the darkness is outside when I see you, not in. I laugh when the funny thing gets said, and mostly I laugh inside. on the inside is without curves and artifi- cial spaces, many of them not gay or korea. but when I see you they all run and speech is maybe stammer, sometimes slur. margaret cho, your tongue might wreak more havoc than in speaks, outside being from the vantage point of escalating stairs, from dark glasses and escapades. the vantage being from a great height, a lighter space on the inside that was formerly before the dark and laugh. we really wait for the funny things before they are said and let go for ever after. margaret, there are many funny sisters and there are many porn stores. I too think woo lae ok is really petri- fied of its own fish. that there are babies and there are dykes, that this little piggy has something, that a pubic mound transforms into a public space, not being gay or with outstanding curves, prayerful and abashed, facing the tide, grown over, rediscovered in the woods by strangers and haunted for years and years.","['relationships', 'gay', 'lesbian', 'queer', 'social commentaries', 'race & ethnicity']",287,1548
love,Dear Margaret Cho [we aren't differentiable with bangs and hooded lids.],Sueyeun Juliette Lee,"we aren't differentiable with bangs and hooded lids. I know the likeness doesn't stop right there. what's so great about being horny? the joke is insatiable. it rips and roars between and through. we both have found our mother's jewels. buried in closets, rolled in silk thread and bunting. done in scarlet, fortunately found, never for the men in sharing. these are our secrets. our punch lines and couplets. I went to bed thinking ""pixies."" the bliss and after- math of a spiritual kiss. how you resonate without rooms, maintaining perfect valences. where is the disaster at the end of this dread? in my dream state you were queen, a reigning bodhisattva without a sprig. I climbed inside your belly. punched inside you laughed and laughed, converting persimmons into a freedom jelly. Slathered all over, I found us exuberant, happy to swing or go both ways.","['love', 'desire']",146,860
love,poem for bruce,Rodney Koeneke,"Under the roof is the empty room papered in requiem blue. Partiers crowd the burned kitchen, gold fixtures hook to cheap lath. What is it they can tell you about absence how it abates, takes names Becomes a wall with windows faced on a formal garden, content To accept the thin rain. The syllable forgives the words that need it, a sentence Badly written, epigraphs scrawled thoughtlessly in books. Book where the hero confronts a dark riddle, book where the suitors stand at the gate and are stumped. What force brought them forward stooping at the lintel, up the chipped steps To the blue door in the unbuilt tower, half-built, the new stone.","['relationships', 'friends & enemies', 'arts & sciences', 'language & linguistics', 'reading & books']",113,644
love,Teenage Riot,Matthew Dickman,"All of us were boys only some were taller or already in high school, and almost nothing else mattered but to learn some new trick, to pull off something we saw in a skate video, wind cutting around our bodies when we flew off the lip of a ramp, grabbed the board and twisted into a 180, kicking a leg out and landing it, the only way to run through the neighborhood was to run through it together, flipping off cops and skinheads, I almost don't even remember girls but a vague sense of the taste of bubble gum and how they smelled so different from us, sitting in some kid's basement drinking his parents' vodka, we grew out our bangs, moved in a pack, jumped in when some one of us got jumped, so when a man we had never seen before came up and started beating on Simon, one of us dropped his skateboard, walked over to the man like someone walking into a bank and stabbed him. The man, startled, sat down, right there on the asphalt, right in the middle of his new consciousness, kind of looking around.","['living', 'coming of age', 'youth', 'relationships', 'friends & enemies']",192,1006
