Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
philosophy,[When the bed is empty ... ],Dawn Lundy Martin,"When the bed is empty, we pull the shades to block light, light of resemblance to remembery, long light of waiting, an impatience in the glows of it. The here of the now and the glow that days make in the room, without the body but with the stench of it. So we say, vacancy and abject,against the was, against a philosophy of once and then not. Not-being against. A child once grew here. As lines on a wall. As growing without knowing what would one day not be. A gnawing grows. Grew and was. Protection is curled. Motion- less. I envy her in her room. Hers with paint and dolls and hand- prints. Great green and glowing under blankets with a hand that nurtures the heart of the mouth, purrs into mouth, loves the heart. Heart beating within another—blushing blood— God, the beating, lit, and doing what it does.","['living', 'the mind', 'time & brevity', 'philosophy']",150,812
philosophy,Girl Sleuth,Brenda Hillman,"A brenda is missing—where is she? Summon the seeds & weeds, the desert whooshes. Phone the finch with the crowded beak; a little pretenda is learning to read in the afternoon near the cactus caves. Near oleander & pulpy caves with the click-click of the wren & the shkrrrr of the thrasher, a skinny pretenda is learning to read till the missing brenda is found. Drip of syllables like olives near the saguaro. Nancy Drew will find the secret in raincoats & wednesdays & sticks. Nancy whose spine is yellow or blue will find the brenda in 1962, Nancy who has no mother, who takes suggestions from her father & ignores them. Gleam goes the wren ignoring the thorn. They cannot tell the difference. Click of the smart dog’s nails on linoleum. Nancy bends over the clues, of brenda’s locket & dress. Word by word between syllables a clue. Where has the summer gone, the autumn— are they missing too? Maybe Nancy will parse the secret & read the book report on Nancy Drew: “neat pretty sly cute.” Syllable by syllable & still no brenda! Nancy puts her hand to her forehead; is the missing girl in the iron bird? is the clue to the girl in the locket?","['living', 'nature', 'trees & flowers', 'arts & sciences', 'philosophy', 'reading & books']",209,1145
philosophy,Wild Kingdom,Tyrone Williams,"for Milan Kundera This is your foreign correspondent, Aristotle, for The Poetics, reporting live from the Mediterranean where the skulls and bones of a few Egyptians crown the tradeships of His Majesty, wave back and forth: starfish—moons—Februaries. To my right, our military advisor, Hernando Cortez, oversees operations at the Aztec/ Mexican border where to the left of a stone no longer rising from water a dove collects its nest egg upon the skeleton of a hummingbird. To my left, our scribe-in-residence, St. Nickle-and-Dime-‘Em-To-Debt, scribbles furiously to a mortgaged future where the last rites of man and of-man are delivered at the near-twin births of the lyric and gunpowder.","['arts & sciences', 'philosophy', 'poetry & poets', 'social commentaries', 'history & politics', 'war & conflict']",108,690
philosophy,Versus,Catherine Wagner,In this poem all artifice is stripped away but you are held under water. In this poem you enter a mirrored dressing room lit so that you look more beautiful than you have ever looked. I recognize you with surprise. In this poem you are by yourself.,"['living', 'the body', 'the mind', 'arts & sciences', 'philosophy']",47,248
philosophy,Butterfly with Parachute,Stephanie Burt,"A real one wouldn't need one, but the one Nathan draws surely does: four oblongs the size and color of popsicles, green apple, toasted coconut and grape, flanked, two per side, by billowing valentine hearts, in a frame of Scotch tape. Alive, it could stay off the floor, for a few unaerodynamic minutes; thrown as a paper airplane, for one or two more. Very sensibly, therefore, our son gave it something, not to keep it apart from the ground forever, but rather to make safe its descent. When we ask that imagination discover the limits of the real world only slowly, maybe this is what we meant.","['living', 'animals', 'arts & sciences', 'philosophy']",107,597
philosophy,The Venturesomeness of Sedition,Tino Villanueva,"The unrestricted sun had split the day in two, and now we went on the edge of the afternoon like a tableau of bent figures made of faded blue duck. We went like a wandering and stinking, sweating brotherhood, pull by pull between the leafy cotton plants, with the pathetic appearance of arriving at the end of the furrow. But we always arrived in a rush to get there, and the sole logic was we had to move over to the next furrow, and no one could stop the counterflow down it. And I, the dusty kid left behind in the middle of the field, held prisoner in my own slow shadow, was right in not giving in to the absurd pace of tradition. So my days burned up in that captive state of childhood. Then, yes, it was then the venturesomeness of sedition overtook me. Saturdays, after noon, the body finally lying down in the waves of the aluminum bathtub. And in the liberating rite of the water, I could shed the grime and contemplate the muddy waters of time. So it was, with the ablution of the weekly bath, I exiled myself each time from what I was.","['living', 'coming of age', 'activities', 'sports & outdoor activities', 'philosophy']",200,1047
philosophy,[But isn’t midnight intermittent],Lyn Hejinian,"But isn’t midnight intermittent Or was that just a whispered nine A snap of blown light low against the flank of a cow A likeness of something numberless that only I not knowing the sound might know It may have been howled by a circling dog being chastised — threatened — by multiples of itself in pursuit of the consolation of knowing that everything is real It was real I don’t mean midnight — despite horizon, nipple, and fissure I don’t mean And yet I do — mean, I mean A cowering animal woven real flickers please pull over Kierkegaard Kierkegaard says knowledge precedes every act but surely there are acts that are not preceded by knowledge. Repetitions pass at the door from summer to winter. Some slowly. Some quickly. Total strangers. Never saw them before. Can’t picture them now. Umbrellas — strange totalities — upheld, wheeling.","['living', 'the mind', 'arts & sciences', 'philosophy']",147,842
philosophy,Eating Babies,Chana Bloch,"1fat is the soul of this flesh. Eat with your hands, slow, you will understand breasts, why everyone adores them—Rubens' great custard nudes—why we can't help sleeping with pillows. The old woman in the park pointed,Is it yours? Her gold eye-teeth gleamed. I bend down, taste the fluted nipples, the elbows, the pads of the feet. Nibble earlobes, dip my tongue in the salt fold of shoulder and throat. Even now he is changing, as if I were licking him thin. 2he squeezes his eyes tight to hide and blink! he's still here. It's always a surprise. Safety-fat, angel-fat, steal it in mouthfuls, store it away where you save the face that you touched for the last time over and over, your eyes closed so it wouldn't go away. 3watch him sleeping. Touch the pulse where the bones haven't locked in his damp hair: the navel of dreams. His eyes open for a moment, underwater. His arms drift in the dark as your breath washes over him. Bite one cheek. Again. It's your own life you lean over, greedy, going back for more.","['living', 'infancy', 'life choices', 'time & brevity', 'philosophy']",183,1012
philosophy,Tell all the truth but tell it slant — (1263),Emily Dickinson,Tell all the truth but tell it slant — Success in Circuit lies Too bright for our infirm Delight The Truth's superb surprise As Lightning to the Children eased With explanation kind The Truth must dazzle gradually Or every man be blind —,"['arts & sciences', 'philosophy']",43,237
philosophy,Pop Song,Graham Foust,Don't let me down. Don't not let the day drown. Face your waste of time. This is all. This is all you are. This is all you are allowed.,"['living', 'time & brevity', 'philosophy']",29,135
philosophy,Exodus,George Oppen,Miracle of the children the brilliant Children the word Liquid as woodlands Children? When she was a child I read Exodus To my daughter 'The children of Israel. . .' Pillar of fire Pillar of cloud We stared at the end Into each other's eyes Where She said hushed Were the adults We dreamed to each other Miracle of the children The brilliant children Miracle Of their brilliance Miracle of,"['living', 'infancy', 'time & brevity', 'philosophy']",70,389
philosophy,Reflective,A. R. Ammons,I found a weed that had a mirror in it and that mirror looked in at a mirror in me that had a weed in it,"['living', 'the mind', 'arts & sciences', 'philosophy']",26,104
philosophy,Sylvia,Gerald Stern,"Across a space peopled with stars I am laughing while my sides ache for existence it turns out is profound though the profound because of time it turns out is an illusion and all of this is infinitely improbable given the space, for which I gratefully lie in three feet of snow making a shallow grave I would have called an angel otherwise and think of my own rapturous escape from living only as dust and dirt, little sister.","['living', 'nature', 'winter', 'arts & sciences', 'philosophy']",79,426
philosophy,From Feste's Self-Help Book,Elise Partridge,"Childhood You came into this world trailing clouds all right, they just happened to be big black ones. In the castle you drank from a poisoned goblet and were changed into something even bears cringe at. When you awake baling-wired in thorns, viceroys around you cobwebbed to their steins, moth-eaten ermines, a muttering king— what choice do you have? Rappel down the turret with your cap and bells.Adolescence Handed a baton in a bad-luck relay, you've overshot the cliff and are pinwheeling down, flailing in time to that whistling-wind keening that lets viewers know you will soon be compressed under a subsequent sequence of rocks. Squashed into pleats a centimeter wide? Stride till you're 3-D again. Adulthood You're staggering through a dark wood, soundtrack a fugue. Remember wrens risk a hand for a single seed, orchids can sprout from duff alone. Executive Summary How many can you feed from your sourdough lumps? Each morning, braid a loaf. Give them away.","['living', 'coming of age', 'life choices', 'midlife', 'arts & sciences', 'philosophy', 'reading & books']",160,968
philosophy,The Seekers of Lice,Arthur Rimbaud,"When the child's forehead, full of red torments, Implores the white swarm of indistinct dreams, There come near his bed two tall charming sisters With slim fingers that have silvery nails. They seat the child in front of a wide open Window where the blue air bathes a mass of flowers And in his heavy hair where the dew falls Move their delicate, fearful and enticing fingers. He listens to the singing of their apprehensive breath. Which smells of long rosy plant honey And which at times a hiss interrupts, saliva Caught on the lip or desire for kisses. He hears their black eyelashes beating in the perfumed Silence; and their gentle electric fingers Make in his half-drunken indolence the death of the little lice Crackle under their royal nails. Then the wine of Sloth rises in him, The sigh of an harmonica which could bring on delirium; The child feels, according to the slowness of the caresses Surging in him and dying continuously a desire to cry.","['living', 'health & illness', 'philosophy']",168,957
philosophy,On a Political Prisoner,William Butler Yeats,"She that but little patience knew, From childhood on, had now so much A grey gull lost its fear and flew Down to her cell and there alit, And there endured her fingers' touch And from her fingers ate its bit. Did she in touching that lone wing Recall the years before her mind Became a bitter, an abstract thing, Her thought some popular enmity: Blind and leader of the blind Drinking the foul ditch where they lie? When long ago I saw her ride Under Ben Bulben to the meet, The beauty of her country-side With all youth's lonely wildness stirred, She seemed to have grown clean and sweet Like any rock-bred, sea-borne bird: Sea-borne, or balanced in the air When first it sprang out of the nest Upon some lofty rock to stare Upon the cloudy canopy, While under its storm-beaten breast Cried out the hollows of the sea.","['living', 'nature', 'animals', 'philosophy', 'social commentaries', 'crime & punishment', 'history & politics']",151,819
philosophy,Summer Job,Michael Chitwood,"At the end of the work day you could tell exactly how far you had gotten and how much farther there was to go. Of course, it was just a ditch for a pipeline to carry the reeking slop that a neighborhood of toilets would slosh together to be drained away but it was clean, the trench, the slick walls the backhoe bucket cut and the precise grade of the bottom. My job was to sight the transit. I gave a thumbs up or thumbs down or the OK sign if the pitch was right so that some future day shit would flow just as it should, down hill, but you knew where you stood, what you had done in a day, and what more there was to do and every meaningful thing I had said I had said without a word.","['living', 'activities', 'jobs & working', 'philosophy']",142,687
philosophy,Philosophy and the Sunday Funnies,Rachel Sherwood,"The perfect satisfaction of wine, cigarettes, the sun at an afternoon angle passes through flesh as if flesh were a sieve to the direct point the soul of matter.Things fix timealthough the sun moveslazily, creating an imagethat seems like motivethe wine transmutesand becomes bloodcigarettes dissolveto blue threads and ashbut the sun continuesin constant repetitionof its slow and rather boring dance.","['arts & sciences', 'philosophy']",60,402
philosophy,Oath,Rosemary Tonks,"I swear that I would not go back To pole the glass fishpools where the rough breath lies That built the Earth – there, under the heavy trees With their bark that’s full of grocer’s spice,Not for an hour – although my heart Moves, thirstily, to drink the thought – would I Go back to run my boat On the brown rain that made it slippery,","['living', 'coming of age', 'growing old', 'life choices', 'time & brevity', 'philosophy']",66,335
philosophy,Wide Receiver,Mark Halliday,"In the huddle you said “Go long—get open” and at the snap I took off along the right sideline and then cut across left in a long arc and I’m sure I was open at several points— glancing back I saw you pump-fake more than once but you must not have been satisfied with what you saw downfield and then I got bumped off course and my hands touched the turf but I regained my balance and dashed back to the right I think or maybe first left and then right and I definitely got open but the throw never came— maybe you thought I couldn’t hang on to a ball flung so far or maybe you actually can’t throw so far but in any case I feel quite open now, the defenders don’t seem too interested in me I sense only open air all around me though the air is getting darker and it would appear by now we’re well into the fourth quarter and I strongly doubt we can afford to settle for dinky little first downs if the score is what I think it is so come on, star boy, fling a Hail Mary with a dream-coached combination of muscle and faith and I will gauge the arc and I will not be stupidly frantic and I will time my jump and—I’m just going to say in the cool gloaming of this weirdly long game it is not impossible that I will make the catch.","['living', 'time & brevity', 'activities', 'sports & outdoor activities', 'philosophy']",248,1227
philosophy,Descartes' Loneliness,Allen Grossman,"Toward evening, the natural light becomes intelligent and answers, without demur:“Be assured! You are not alone. . . .” But in fact, toward evening, I am not convinced there is any other except myself to whom existence necessarily pertains. I also interrogate myself to discover whether I myself possess any power by which I can bring it about that I who now am shall exist another moment. Because I am mostly a thinking thing and because this precise question can only be from that thoughtful part of myself, if such a power did reside within me I should, I am sure, be conscious of it. . . . But I am conscious of no such power. And yet, if I myself cannot be the cause of that assurance, surely it is necessary to conclude that I am not alone in the world. There is some other who is the cause of that idea. But if, at last, no such other can be found toward evening, do I really have sufficient assurance of the existence of any other being at all? For, after a most careful search, I have been unable to discover the ground of that conviction—unless it be imagined a lonely workman on a dizzy scaffold unfolds a sign at evening and puts his mark to it.","['arts & sciences', 'philosophy']",218,1157
philosophy,The Bait,Eric Chock,"Saturday mornings, before my weekly chores, I used to sneak out of the house and across the street, grabbing the first grasshopper walking in the damp California grass along the stream. Carefully hiding a silver hook beneath its green wings, I'd float it out across the gentle ripples towards the end of its life. Just like that. I'd give it the hook and let it ride. All I ever expected for it was that big-mouth bass awaiting its arrival. I didn't think that I was giving up one life to get another, that even childhood was full of sacrifice. I'd just take the bright green thing, pluck it off its only stalk, and give it away as if it were mine to give. I knew someone out there would be fooled, that someone would accept the precious gift. So I just sent it along with a plea of a prayer, hoping it would spread its wings this time and fly across that wet glass sky, no concern for what inspired its life, or mine, only instinct guiding pain towards the other side.","['living', 'activities', 'sports & outdoor activities', 'philosophy']",182,969
philosophy,"The History of Ideas, 1973-2012: Authority",Brian Blanchfield,"Where the correlative of reason was conviction and where the correlative of power was obedience, the correlative of authority was trust Your job—she gives another to the child hip-high—is to heat the money in your hands to the optimum warmth for purchase. Cagey, the diversion in the same coin as his want. It buys her time, enough that once they round the corner, she might break into a sprint, as one might with a pet who can keep up. But the prophet makes eyes in his open fists of the nickels’ glint, and we see he forbears our guess her hector gets lost in the flash when as if by swale we all give way to expel a customer from the clench of us without her. For what beneath the moths who have all night to live do we brace ourselves as we approach? We lean to find again the boy’s outguess of us. Demand is double at the walk-up window, where punishment for paltry want is to tell it again into plexiglass the color of slobber, so others in the bleach of halogen light may deal their disparagement forward. For what if not dishonor are we braced, rehearsing what to ask? Repetition is a machine, a machine for converting request into appeal; and commerce, then, the window’s byproduct or balm, depending. Red hot cashews, yellow bag. Only because we visit by day do we know at night what to call at the walk-up window where two aisles of open merchandise end at the sacral plates of clerks before us who, if on pulleys they were carts instead or vending claws, would be by now concussed and dented by lever malevolence outright. The prophet stands eye level with the vending plunge, a here and now mechanism he would need to invent to operate, and stands between it and his mother. Yellow bag. Because there is not enough money in the world, people steal;... because there is not enough recognition, they make art","['living', 'the mind', 'activities', 'indoor activities', 'philosophy', 'social commentaries', 'money & economics']",332,1819
philosophy,Costumes Exchanging Glances,Mary Jo Bang,"The rhinestone lights blink off and on. Pretend stars. I'm sick of explanations. A life is like Russell said of electricity, not a thing but the way things behave. A science of motion toward some flat surface, some heat, some cold. Some light can leave some after-image but it doesn't last. Isn't that what they say? That and that historical events exchange glances with nothingness.","['arts & sciences', 'philosophy', 'social commentaries', 'history & politics']",65,383
philosophy,"Except for Being, It Was Relatively Painless",Mary Jo Bang,"It was relatively painless except for being all she could see: a world made of dinner, very pleasant; a lunch at something called a table in the dining room; an endless night; a half-day; another lunch, this on Tuesday. Yesterday. Today. Pieces propped up with supports. The therapist tapped his cigar. He no longer accepted her general opposition to myth, marriage, Olympic Games, and the course of decades. He said it was as if she were engaged in an eternal war, either watching a movie or acting in one, depending on the situation and time of day. She sat in silence, the sky above a half-baked blue, a blank- face dying of awkwardness. The simple explanation boiled down to the too-easy explanation. He was smart and charming then; and later, much less so. Behind his head, pictures were crammed together with the top layer hung so high she had to crane her neck to see the details. He said to please pretend she was listening.","['living', 'health & illness', 'arts & sciences', 'philosophy']",165,932
philosophy,Runaway ran away,Camille T. Dungy,gone from a man claimed the girl a man named the girl got the girl stored up in his room • ran away runaway gone Dinah gone • 19 years of age about five foot three inchesbrown hair a cask-shaped mark over her left eye • no one speaks no speech just hatching • thought he knew her wellwhen she was in there with him not a word was spoken who to trust now? thought he knew • presents a gapbetween her upper foreteeth when she smiles,"['living', 'the body', 'time & brevity', 'philosophy', 'social commentaries', 'history & politics', 'race & ethnicity']",87,430
philosophy,My Lemonade Stand,Rebecca Kai Dotlich,"Cookies for sale! And cake! One dime! That's what it says on my cardboard sign. I pile cookies on a plate. I eat just one and then, I wait . . . I taste the cake (one tiny slice) I squeeze the lemons and stir the ice; I count and stack the paper cups . . . fresh lemonade is coming up! I count the bruises on my knee . . . won't somebody buy something,please?","['living', 'activities', 'eating & drinking', 'philosophy']",76,359
