Label,Title,Poet,Poem,Tags,Poem_word_count,Poem_char_count
the spiritual,The First Woman,Aleida Rodríguez,"She was my Sunday school teacher when I was just seven and eight. He was the newly hired pastor, an albino, alarming sight with his transparent eyelashes and mouse-pink skin that looked like it might hurt whenever she caressed his arm. Since Eva was her name, to my child’s mind it made great sense that she should fall in love with him. He was Adán. Before the Fall and afterward, her invert twin. And she, Eva, was blonde as well, though more robust, like Liv Ullmann. I loved her honey hair, her full lips; her green eyes a nameless sin. (Not that I worried all that much— the church was Presbyterian.) In Sunday school, her way to teach us kids to pray was to comment on all the beauty we could touch or see in our environment. My hand was always in the air to volunteer my sentiment. Since other kids considered prayer a chore, the floor was usually mine. My list of joys left out her hair but blessed the red hibiscus seen through the windows while others bowed their heads. Her heart I schemed to win with purple prose on meringue clouds. —For who was Adán, anyway, I thought, but nada spelled backward? While hers, reversed, called out, Ave! Ave! The lyric of a bird born and airborne on the same day. But it was night when I saw her outside the church for the last time: yellow light, mosquitoes, summer. I shaped a barking dog, a fine but disembodied pair of wings with my hands. She spoke in hushed tones to my parents. The next day I would find myself up north, in a strange house, without my tongue and almost blind, there was so much to see. This caused Cuba, my past, to be eclipsed in time, but Eva stayed, a loss. Ave, I learned, meant also this:Farewell! I haven’t seen her since.","['living', 'coming of age', 'youth', 'activities', 'school & learning', 'religion', 'christianity']",317,1698
the spiritual,The Lord's Prayer,Anthony Carelli,"You can't fake it. You know when I fail to achieve the expected: palm the becoming- comatose bullfrog, legs collapsing as they may, and chuck it (we used to say) high as you can. Let it fly stone-like to the skylight in the low dome of fog—another requirement of the game: a foggy day and a bullfrog and you, Vincent. The old code goes back and forth between us as we take our turns, childhood pals, engaged by the game we once called Kamikaze—now, a nameless ceremony. Nameless not because a boy's play calcifies in a man's conviction; not because, despite our promise, you've become a mid-rank fighter pilot, and I a minor poet; and not because it's too unpleasant to name what brings to hand that astonished muscle only to leave it, later, sprawled on the current. The perfect toss sends the critter shattering for an instant, beyond fog, into the invisible. Disappearance is success. Once you said, ""My insides tickle whenever it happens,"" and so I know you've been tickled five times, and I three. That's the score; the score matters little. The name is gone because we're from here, and, being native, cannot visit how it is that an urge to which we tend tends to us— how we are cruel, inscrutable, indefensible, yet holy. How we send up bodies of praise from our right hand, only to gather eventual elegies— flesh stunned still as words—in our left. Once again the center of the heavens is earth. We've thrown as high as we can for as long as we can remember, only to await some return: a revelation, plummet, explosive splash. So it is that two grown men may stand again in stillness, awaiting word, friends who glimpse for seconds at a time earth as it is in heaven, ankle-deep in Rowan Creek with eyes uplifted, reflecting the fog to the fog itself.","['living', 'youth', 'nature', 'animals', 'religion', 'christianity', 'the spiritual']",316,1759
the spiritual,I Look for You,Solomon Ibn Gabirol,"I look for you early, my rock and my refuge, offering you worship morning and night; before your vastness I come confused and afraid, for you see the thoughts of my heart. What could the heart and tongue compose, or spirit’s strength within me to suit you? But song soothes you and so I’ll give praise to your being as long as your breath-in-me moves.","['religion', 'god & the divine', 'judaism', 'yom kippur']",65,351
the spiritual,Send Your Spirit,Solomon Ibn Gabirol,"Send your spirit to revive our corpses, and ripple the longed-for land again. The crops come from you; you’re good to all— and always return to restore what has been.","['nature', 'landscapes & pastorals', 'religion', 'god & the divine', 'judaism', 'passover']",30,166
the spiritual,At the Hour of Closing,Moses ibn Ezra,"Lord of wondrous workings,grant us understanding— now at the hour of closing. A chosen few are called, their eyes toward you lifting— they stand exalted in their trembling now, at the hour of closing. They pour forth their souls; erase, then, their straying— and grant them, Lord, your absolution now at the hour of closing. Be a shelter for them through all their suffering; consign them only to rejoicing now, at the hour of closing. Show them your compassion, in your justice turning on all who brought oppression to them— now at the hour of closing. Recall their fathers’ merit and count it as merit for them; renew their days as once they were, now, at the hour of closing. Call for the year of grace— the remnant flock’s returning to Oholìbah and Oholàh— now at the hour of closing.","['religion', 'judaism']",140,788
the spiritual,Prayer,Christian Wiman,"For all the pain passed down the genes or latent in the very grain of being; for the lordless mornings, the smear of spirit words intuit and inter; for all the nightfall neverness inking into me even now, my prayer is that a mind blurred by anxiety or despair might find here a trace of peace.","['living', 'the mind', 'religion', 'the spiritual']",56,293
the spiritual,We Lived,Christian Wiman,"We lived in the long intolerable called God. We seemed happy. I don’t mean content I mean heroin happy, donkey dentures, I mean drycleaned deacons expunging suffering from Calcutta with the cut of their jaws I mean the always alto and surely anusless angels divvying up the deviled eggs and jello salad in the after-rapture I mean to be mean. Dear Lord forgive the love I have for you and your fervent servants. I have so long sojourned Lord among the mild ironies and tolerable gods that what comes first to mind when I’m of a mind to witness is muriatic acid eating through the veins of one whose pains were so great she wanted only out, Lord, out. She too worshipped you. She too popped her little pill of soul. Lord if I implore you please just please leave me alone is that a prayer that’s every instance answered? I remember one Wednesday witness told of a time his smack-freaked friends lashed him to the back of a Brahman bull that bucked and shook until like great bleeding wings the man’s collarbones exploded out of his skin. Long pause. “It was then,” the man said, “right then…” Yes. And how long before that man- turned-deacon-turned-scourge-of-sin began his ruinous and (one would guess) Holy Spirit-less affair? At what point did this poem abandon even the pretense of prayer? Imagine a man alive in the long intolerable time made of nothing but rut and rot, a wormward gaze even to his days’ sudden heavens. There is the suffering existence answers: it carves from cheeks and choices the faces we in fact are; and there is the suffering of primal silence, which seeps and drifts like a long fog that when it lifts leaves nothing but the same poor sod. Dear God—","['religion', 'faith & doubt', 'god & the divine']",300,1678
the spiritual,Beg Approval,TC Tolbert,Because the only view we have is the one that looks down on the knees. Praise perspective. Praise shared disdain. Praise space made by connective tissue; the synaptic cleft; elbowroom at the dinner table; polite conversation; lies you push through your teeth. Because dissecting a dog's heart won't change the way it thinks. Praise redirected traffic. Praise the gnarled lip that defends the gentle bones. Because your mother was a seahorse. And to think of her thin is to empty all the ice from the tea glasses; to strain the soup by driving it through your hand. Praise tablecloths; sway-back chairs; the plastic folds that protect slice after slice of cheese.,"['religion', 'faith & doubt']",111,662
the spiritual,Witch Wife,Kiki Petrosino,"I’ll conjure the perfect Easter & we’ll plant mini spruces in the yard— my pink gloves & your green gloves like parrots from an opera over the earth— We’ll chatter about our enemies’ spectacular deaths. I’ll conjure the perfect Easter dark pesto sauce sealed with lemon long cords of fusilli to remind you of my hair & my pink gloves. Your gloves are green & transparent like the skin of Christ when He returned, filmed over with moss roses— I’ll conjure as perfect an Easter: provolone cut from the whole ball woody herbs burning our tongues—it’s a holiday I conjure with my pink-and-green gloves wrangling life from the dirt. It all turns out as I’d hoped. The warlocks of winter are dead & it’s Easter. I dig up body after body after body with my pink gloves, my green gloves.","['activities', 'eating & drinking', 'gardening', 'nature', 'spring', 'trees & flowers', 'religion', 'christianity', 'easter']",140,779
the spiritual,Losses,Wesley McNair,"It must be difficult for God, listening to our voices come up through his floor of cloud to tell Him what’s been taken away: Lord, I’ve lost my dog, my period, my hair, all my money. What can He say, given we’re so incomplete we can’t stop being surprised by our condition, while He is completeness itself? Or is God more like us, made in His image—shaking His head because He can’t be expected to keep track of which voice goes with what name and address, He being just one God. Either way, we seem to be left here to discover our losses, everything from car keys to larger items we can’t search our pockets for, destined to face them on our own. Even though the dentist gives us music to listen to and the assistant looks down with her lovely smile, it’s still our tooth he yanks out, leaving a soft spot we ponder with our tongue for days. Left to ourselves, we always go over and over what’s missing— tooth, dog, money, self-control, and even losses as troubling as the absence the widower can’t stop reaching for on the other side of his bed a year later. Then one odd afternoon, watching something as common as the way light from the window lingers over a vase on the table, or how the leaves on his backyard tree change colors all at once in a quick wind, he begins to feel a lightness, as if all his loss has led to finding just this. Only God knows where the feeling came from, or maybe God’s not some knower off on a cloud, but there in the eye, which tears up now at the strangest moments, over the smallest things.","['living', 'growing old', 'sorrow & grieving', 'the body', 'religion', 'god & the divine']",290,1526
the spiritual,NON-commitment,Chinua Achebe,"Hurrah! to them who do nothing see nothing feel nothing whose hearts are fitted with prudence like a diaphragm across womb’s beckoning doorway to bar the scandal of seminal rage. I’m told the owl too wears wisdom in a ring of defense round each vulnerable eye securing it fast against the darts of sight. Long ago in the Middle East Pontius Pilate openly washed involvement off his white hands and became famous. (Of all the Roman officials before him and after who else is talked about every Sunday in the Apostles’ Creed?) And talking of apostles that other fellow Judas wasn’t such a fool either; though much maligned by succeeding generations the fact remains he alone in that motley crowd had sense enough to tell a doomed movement when he saw one and get out quick, a nice little packet bulging his coat pocket into the bargain—sensible fellow. September 1970","['religion', 'christianity', 'social commentaries', 'history & politics']",150,865
the spiritual,Flying,Chinua Achebe,"(for Niyi Osundare) Something in altitude kindles power-thirst Mere horse-height suffices the emir Bestowing from rich folds of prodigious turban Upon crawling peasants in the dust Rare imperceptible nods enwrapped In princely boredom. I too have known A parching of that primordial palate, A quickening to manifest life Of a long recessive appetite. Though strapped and manacled That day I commanded from the pinnacle Of a three-tiered world a bridge befitting The proud deranged deity I had become. A magic rug of rushing clouds Billowed and rubbed its white softness Like practiced houri fingers on my sole And through filters of its gauzy fabric Revealed wonders of a metropolis Magic-struck to fairyland proportions. By different adjustments of vision I caused the clouds to float Over a stilled landscape, over towers And masts and smoke-plumed chimneys; Or turned the very earth, unleashed From itself, a roaming fugitive Beneath a constant sky. Then came A sudden brightness over the world, A rare winter’s smile it was, and printed On my cloud carpet a black cross Set in an orb of rainbows. To which Splendid nativity came–who else would come But gray unsporting Reason, faithless Pedant offering a bald refractory annunciation? But oh what beauty! What speed! A chariot of night in panic flight From Our Royal Proclamation of the rites Of day! And riding out Our procession Of fantasy We slaked an ancient Vestigial greed shriveled by ages of dormancy Till the eyes exhausted by glorious pageantries Returned to rest on that puny Legend of the life jacket stowed away Of all places under my seat. Now I think I know why gods Are so partial to heights—to mountain Tops and spires, to proud iroko trees And thorn-guarded holy bombax, Why petty household divinities Will sooner perch on a rude board Strung precariously from brittle rafters Of a thatched roof than sit squarely On safe earth.","['religion', 'other religions', 'mythology & folklore', 'fairy-tales & legends']",314,1900
the spiritual,Red Sea,Daniel Poppick,"I’m terrified of a number of fates, Poisoned water under a tyrant’s wage, Being fired for doing nothing, my parents dying, Committing a thought like this to the page, The splash of acid to the face The Queens non-profit boss received Leaving work one blue August evening. Hell’s So eloquent and poetry’s no fate at all Unless you count the story of the divided sea Waiting to wash its assassins away. Says the Pharaoh, “That’s so sad.” But that story is less fate than news, whereas That Queens boss? Permanently burned, the Times Says one eye won’t stop weeping.","['living', 'sorrow & grieving', 'the mind', 'religion', 'judaism', 'social commentaries', 'crime & punishment', 'war & conflict']",99,563
the spiritual,Know No Name,Kazim Ali,Know no name Why this holy day honed Hollow day haul I lost wind when wooden I can’t bear to be Unaided in hunt unhanded To haunt when strewn sound Who will be held in hand Brought sent Mooring at the shore Who’re you for For what fewer who wore Be called this wooer More who are the ones In horror to light will strew then sue for war,"['religion', 'the spiritual', 'arts & sciences', 'language & linguistics', 'social commentaries', 'war & conflict']",69,335
the spiritual,Reemergence of the Noose,Patricia Smith,"Some lamp sputters its dusty light across some desk. Some hand, shaking, works the strained rope, twisting and knifing, weaving, tugging tight a bellowing circle. Randy Travis, steamy drawl and hiccup on the staticky AM, backs the ritual of drooping loop. Sweat drips an awful hallelujah. God glares askance, but the artist doesn’t waver—wrists click cadence, knots become a path to what makes saviors. The sagging hoop bemoans a need to squeeze, its craving for a breath within the ring.","['religion', 'god & the divine', 'social commentaries', 'crime & punishment', 'history & politics', 'race & ethnicity']",80,488
the spiritual,Psalm For My Faith,Jack Agüeros,"Lord, it’s not true That my faith is cooling. It’s just that people Are saying that candle smoke Has caused cancer in church mice. And I also worry that candle light Is too weak to reach your cloud. Do I need a hydrogen candle? Are the Angels into lasers? Lord, as I think about it, Lately I haven’t had much to thank you for. Are you on vacation?","['religion', 'faith & doubt', 'god & the divine']",68,347
the spiritual,Our Eternal Sounds,Adam Clay,"What might all songs lean into? You scramble eggs one moment, and in the next minute you're eating them with dry toast and black coffee in silence. On a day like any day, your voice is not your own: the grass clippings disrupt a robin too large to fly from worm to worm. We don't know why we speak, but yet our voices persist, even when void of substance— like a dream you'd like to recall throughout the day, but you don't or you can't and after a week, it's gone forever. Of course our voices evolve years before our bodies— our vocal cords vibrate like a heartbeat, senselessly. No explanation needed. Eventually all languages converge. Each thought falls into all others. And what thought resists being built by words? Perhaps fear placed us here in this room together: a fear of fire at one point turned into a fear of God. After that, a fear of godlessness, a room where a word before another word and another word after the first was all we had, all we could imagine. Somehow an image means more than the object itself but not because it's made of words. Most likely it's because the act of creation sets the mind down like a bird in a field where the speed of the invasive cannot exist.","['religion', 'the spiritual', 'arts & sciences', 'language & linguistics']",222,1194
the spiritual,Cows,Deena Metzger,"After seven lean years we are promised seven fat ones, if the cows do not die first. Some care must be taken to prevent their demise in the scrub or the slaughterhouse. There must be enough bones to throw and to bury. The skull of a cow, I put it on. There are many strewn in the field, there has not been much rain. I look through the eyes, that is, my eyes replace the eyes that death has taken. I can see out or through. It is not a bad fate to be a cow, to be, at once, so awkward, so full of grace, so full of milk. Everywhere the udders are full, the teats are ready, the mouth of the calf is soft and deep. I would thrust my hand in it for the wet joy of being so used. My own breasts are marked from the time the milk came in too fast; I did not have time to grow to the moment of giving. It is fitting that beauty leaves such scars. Milk has passed through my fingers, has spurted through my fingers, but not once during these seven lean years.","['living', 'parenthood', 'the body', 'time & brevity', 'nature', 'animals', 'religion', 'faith & doubt']",196,953
the spiritual,Oh Great Spirit,Deena Metzger,"In the name of Raven. In the name of Wolf. In the name of Whale. In the name of Elephant. In the name of Snake. Who have taught us. Who have guided us. Who have sustained us. Who have healed us. Please heal the animals. In the name of Raven. In the name of Wolf. In the name of Whale. In the name of Elephant. In the name of Snake. Whom we have slaughtered. Whom we have feared. Whom we have caged. Whom we have persecuted. Whom we have slandered. Whom we have cursed. Whom we have tortured. Protect the animals. In the name of Raven. In the name of Wolf. In the name of Whale. In the name of Elephant. In the name of Snake. Whose habitat we have stolen. Whose territory we have plundered. Whose feeding grounds we have paved and netted. Whose domain we have poisoned. Whose food we have eaten. Whose young we have killed. Whose lives and ways of life we threaten. Restore the animals. In the name of Raven. In the name of Wolf. In the name of Whale. In the name of Elephant. In the name of Snake. Forgive us. Have mercy. May the animals return. Not as a resurrection but as living beings. Here. On earth. On this earth that is also theirs. Oh Great Spirit. Heal the animals. Protect the animals. Restore the animals. Our lives will also be healed. Our souls will be protected. Our spirits will be restored. Oh Spirit of Raven. Oh Spirit of Wolf. Oh Spirit of Whale. Oh Spirit of Elephant. Oh Spirit of Snake. Teach us, again, how to live.","['nature', 'animals', 'religion', 'the spiritual']",275,1439
the spiritual,Garden of Eden,Tracy K. Smith,"What a profound longing I feel, just this very instant, For the Garden of Eden On Montague Street Where I seldom shopped, Usually only after therapy Elbow sore at the crook From a handbasket filled To capacity. The glossy pastries! Pomegranate, persimmon, quince! Once, a bag of black beluga Lentils spilt a trail behind me While I labored to find A tea they refused to carry. It was Brooklyn. My thirties. Everyone I knew was living The same desolate luxury, Each ashamed of the same things: Innocence and privacy. I'd lug Home the paper bags, doing Bank-balance math and counting days. I'd squint into it, or close my eyes And let it slam me in the face— The known sun setting On the dawning century.","['living', 'time & brevity', 'religion', 'the spiritual']",125,702
the spiritual,Long Nights,Jenny Xie,"Ice, entire cakes of it. Crows feed on sand. So poor is this season the ground steals color from the tree-shadows. • Can it be that nothing is as far as here? Just look! How much past we have to cover this evening– • Come to think of it don't forget to pick off this self and that self along the way. Though that’s not right– you spit them out like pits. • If there is a partition between the outer and inner worlds, how is it that some water in me churns between the mountain ranges? How is it we are absorbed so easily by the ground— • Long nights for simple words. • Slant rhyme of current thinking and past thinking. A chewed over hour, late. Where the long ago past and the future come to settle scores. • Traveling and traveling, but so much interior unpicked over by the eyes. • Nothing is as far as here.","['living', 'the mind', 'time & brevity', 'religion', 'the spiritual']",160,812
the spiritual,Remedy,Dag T. Straumsvåg,"When I was young, exorcisms were quite common, a remedy not unlike ice baths. Plus, devils were shorter in those days just as people were. They hadn't eaten enough fruits or vegetables, and lacked essential vitamins and iron, grew thin and pale, fell easily into brooding depressions. They looked more like deer than sheep, and when they possessed you it was usually because they were fleeing from someone else and didn't realize where they were until it was too late. It was more a question of giving directions than driving them out. ""Turn right at the hairdresser's, go straight until you get to the abandoned schoolhouse, then turn left. You should see the exit from there."" ""Thank you. I was completely lost."" ""You're welcome. Good luck."" ""You too, and thanks again.""","['religion', 'the spiritual', 'mythology & folklore', 'ghosts & the supernatural']",131,772
the spiritual,It’s Not Like Nikola Tesla Knew All of Those People Were Going to Die,Hanif Abdurraqib,"Everyone wants to write about god but no one wants to imagine their god as the finger trembling inside a grenade pin’s ring or the red vine of blood coughed into a child’s palm while they cradle the head of a dying parent. Few things are more dangerous than a man who is capable of dividing himself into several men, each of them with a unique river of desire on their tongues. It is also magic to pray for a daughter and find yourself with an endless march of boys who all have the smile of a motherfucker who wronged you and never apologized. No one wants to imagine their god as the knuckles cracking on a father watching their son picking a good switch from the tree and certainly no one wants to imagine their god as the tree. Enough with the foolishness of hope and how it bruises the walls of a home where two people sit, stubbornly in love with the idea of staying. If one must pray, I imagine it is most worthwhile to pray towards endings. The only difference between sunsets and funerals is whether or not a town mistakes the howls of a crying woman for madness.","['religion', 'faith & doubt', 'god & the divine', 'arts & sciences', 'sciences']",203,1072
the spiritual,The Invention of the Saxophone,Billy Collins,"It was Adolphe Sax, remember, not Saxo Grammaticus, who gets the ovation. And by the time he had brought all the components together–the serpentine shape, the single reed, the fit of the fingers, the upward tilt of the golden bell– it was already 1842, and one gets the feeling that it was also very late at night. There is something nocturnal about the sound, something literally horny, as some may have noticed on that historic date when the first odd notes wobbled out of his studio into the small, darkened town, summoning the insomniacs (who were up waiting for the invention of jazz) to their windows, but leaving the sleepers undisturbed, evening deepening and warming the waters of their dreams. For this is not the valved instrument of waking, more the smoky voice of longing and loss, the porpoise cry of the subconscious. No one would ever think of blowing reveille on a tenor without irony. The men would only lie in their metal bunks, fingers twined behind their heads, afloat on pools of memory and desire. And when the time has come to rouse the dead, you will not see Gabriel clipping an alto around his numinous neck. An angel playing the world’s last song on a glistening saxophone might be enough to lift them back into the light of earth, but really no further. Once resurrected, they would only lie down in the long cemetery grass or lean alone against a lugubrious yew and let the music do the ascending– curling snakes charmed from their baskets– while they wait for the shrill trumpet solo, that will blow them all to kingdom come.","['religion', 'the spiritual', 'arts & sciences', 'music']",274,1555
the spiritual,Sanctuary,Donika Kelly,"The tide pool crumples like a woman into the smallest version of herself, bleeding onto whatever touches her. The ocean, I mean, not a woman, filled with plastic lace, and closer to the vanishing point, something brown breaks the surface—human, maybe, a hand or foot or an island of trash—but no, it’s just a garden of kelp. A wild life. This is a prayer like the sea urchin is a prayer, like the sea star is a prayer, like the otter and cucumber— as if I know what prayer means. I call this the difficulty of the non-believer, or, put another way, waking, every morning, without a god. How to understand, then, what deserves rescue and what deserves to suffer. Who. Or should I say, what must be sheltered and what abandoned. Who. I might ask you to imagine a young girl, no older than ten but also no younger, on a field trip to a rescue. Can you see her? She is lead to the gates that separate the wounded sea lions from their home and the class. How the girl wishes this measure of salvation for herself: to claim her own barking voice, to revel in her own scent and sleek brown body, her fingers woven into the cyclone fence.","['nature', 'animals', 'seas', 'rivers', '& streams', 'religion', 'faith & doubt', 'social commentaries', 'gender & sexuality', 'history & politics', 'race & ethnicity']",212,1130
the spiritual,Joyce's Ulysses,Mina Loy,The Normal Monster sings in the Green Sahara The voice and offal of the image of God make Celtic noises in these lyrical hells Hurricanes of reasoned musics reap the uncensored earth The loquent consciousness of living things pours in torrential languages The elderly colloquists the Spirit and the Flesh are out of tongue The Spirit is impaled upon the phallus Phoenix of Irish fires lighten the Occident with Ireland's wings flap pandemoniums of Olympian prose and satinize the imperial Rose of Gaelic perfumes — England the sadistic mother embraces Erin Master of meteoric idiom present The word made flesh and feeding upon itself with erudite fangs The sanguine introspection of the womb Don Juan of Judea upon a pilgrimage to the Libido The press purring its lullabies to sanity Christ capitalized scourging incontrite usurers of destiny in hole and corner temples And hang The soul's advertisements outside the ecclesiast's Zoo A gravid day spawns gutteral gargoyles upon the Tower of Babel Empyrean emporium where the rejector-recreator Joyce flashes the giant reflector on the sub rosa,"['religion', 'christianity', 'arts & sciences', 'language & linguistics', 'reading & books']",176,1093
